siteID,runID,year,genus,species,degday_death,drought_death,shade_death,perm_death,flood_death,nutrient_death,fire_death,harv_death,wind_death,mean_diam,total_biomC,total_biomC_sd
632,2,75,Populus,POPUbals,0.00000,0.00000,0.112242E-03,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.314604E-01,0.112242E-03,0.140907E-02
632,2,75,Populus,POPUtrem,0.00000,0.00000,0.253883E-02,0.00000,0.00000,0.111725,0.00000,0.00000,0.00000,0.710694,0.114264,0.909173
632,2,75,Salix,SALIscou,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,80,Alnus,ALNUsinu,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,80,Alnus,ALNUtenu,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,80,Betula,BETUneoa,0.00000,0.00000,0.208111E-02,0.00000,0.00000,0.149241,0.00000,0.00000,0.00000,0.981210,0.151322,0.937937
632,2,80,Larix,LARIlari,0.00000,0.00000,0.101403,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.45721,0.101403,0.372992
632,2,80,Picea,PICEglau,0.00000,0.00000,0.373427E-01,0.00000,0.00000,0.338747,0.00000,0.00000,0.00000,3.46803,0.376090,1.01449
632,2,80,Picea,PICEmari,0.00000,0.00000,0.663121,0.00000,0.00000,0.105407,0.00000,0.00000,0.00000,7.00446,0.768528,1.00488
632,2,80,Populus,POPUbals,0.00000,0.00000,0.381815E-05,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.547119E-02,0.381815E-05,0.539968E-04
632,2,80,Populus,POPUtrem,0.00000,0.00000,0.184494E-02,0.00000,0.00000,0.180304,0.00000,0.00000,0.00000,0.832473,0.182149,1.26782
632,2,80,Salix,SALIscou,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,85,Alnus,ALNUsinu,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,85,Alnus,ALNUtenu,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,85,Betula,BETUneoa,0.00000,0.00000,0.978901E-01,0.00000,0.00000,0.425758E-01,0.00000,0.00000,0.00000,0.775820,0.140466,1.00714
632,2,85,Larix,LARIlari,0.00000,0.00000,0.660533E-01,0.809100E-02,0.00000,0.00000,0.00000,0.00000,0.00000,0.966929,0.741443E-01,0.347876
632,2,85,Picea,PICEglau,0.00000,0.00000,0.146002E-01,0.00000,0.00000,0.431114,0.00000,0.00000,0.00000,3.45203,0.445715,1.18961
632,2,85,Picea,PICEmari,0.00000,0.00000,0.732794,0.00000,0.00000,0.521409E-01,0.00000,0.00000,0.00000,7.49485,0.784935,1.04486
632,2,85,Populus,POPUbals,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,85,Populus,POPUtrem,0.00000,0.00000,0.767001E-02,0.00000,0.00000,0.833538E-01,0.00000,0.00000,0.00000,0.482818,0.910238E-01,0.850416
632,2,85,Salix,SALIscou,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,90,Alnus,ALNUsinu,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,90,Alnus,ALNUtenu,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,90,Betula,BETUneoa,0.00000,0.00000,0.961493E-03,0.00000,0.103346,0.00000,0.00000,0.00000,0.00000,0.567379,0.104307,0.844585
632,2,90,Larix,LARIlari,0.00000,0.00000,0.192426E-01,0.00000,0.399765E-01,0.00000,0.00000,0.00000,0.00000,0.700179,0.592192E-01,0.357987
